@relation MaxNMACDataset

@attribute generation numeric
@attribute selfDestDist numeric
@attribute selfDestAngle numeric
@attribute headOnSelected numeric
@attribute headOnOffset numeric
@attribute headOnIsRightSide numeric
@attribute headOnSpeed numeric
@attribute crossingSelected numeric
@attribute crossingEncounterAngle numeric
@attribute crossingIsRightSide numeric
@attribute crossingSpeed numeric
@attribute tailApproachSelected numeric
@attribute tailApproachOffset numeric
@attribute tailApproachIsRightSide numeric
@attribute tailApproachSpeed numeric
@attribute fitness numeric
@attribute accident numeric

@data
0,40.451517,-2.15067,-0.66985,4.595627,-0.958811,2.397915,-1,-1.675196,0.407051,1.465836,-1,0.250729,-0.942675,2.253338,0,0
0,44.391544,-0.132011,0.328617,0.911305,-0.31377,1.509379,-1,3.085484,0.155706,1.270415,-1,0.175671,0.405639,2.251249,0.810792,1
0,53.330032,-0.877983,-0.92811,2.763513,0.456319,2.457299,-1,2.660204,0.687419,2.299429,-1,3.695378,0.035838,2.00536,0,0
0,57.181235,1.208692,-0.345932,4.745033,-0.992286,1.341598,-1,0.644393,-0.263901,1.890923,-1,3.252509,-0.125398,2.424997,0,0
0,69.887078,-1.986002,0.744474,1.042367,0.477196,1.858809,-1,-2.161925,-0.298801,1.116944,-1,4.212068,0.758443,2.007009,1,1
0,44.89036,-2.22177,0.778929,3.586477,-0.064877,2.163917,-1,-2.095681,0.886231,1.128765,-1,1.550688,0.948234,2.264237,0.434065,0
0,57.966,-2.852458,0.089597,2.031619,0.517463,1.360367,-1,-0.024703,0.551241,1.570036,-1,0.493612,0.857748,2.166483,0.610948,0
0,57.702046,2.260566,0.741254,3.417592,-0.447508,1.274915,-1,0.541582,0.386144,1.12479,-1,4.65351,-0.218711,2.298631,0.357266,0
0,45.977698,-2.042556,0.83278,4.312022,-0.17051,1.370839,-1,1.975614,-0.214403,1.044266,-1,3.128785,0.702416,2.338867,0.353186,0
0,50.236616,-0.161832,0.964006,0.047444,0.613865,1.598698,-1,1.173606,0.246857,2.149184,-1,3.256184,-0.687702,2.199736,0.865605,1
0,43.044909,-0.325544,0.878501,0.914351,0.266188,1.929036,-1,-0.562079,0.228621,1.107946,-1,3.098539,-0.074328,2.443975,1,1
0,60.9882,2.563549,0.540701,0.7361,0.278053,1.527946,-1,0.006863,0.559691,1.78621,-1,3.257407,-0.993882,2.04395,0.905621,1
0,47.524317,-0.292386,0.209929,4.367641,0.18849,2.02566,-1,-2.579914,0.380598,1.916953,-1,4.072612,-0.764596,2.390555,0.434629,0
0,67.068994,-2.095335,-0.276432,0.150476,-0.149677,1.508546,-1,2.592142,0.459703,1.95758,-1,4.792065,0.249467,2.307625,0,0
0,61.031687,-2.61939,-0.541921,1.373372,-0.584476,1.283405,-1,-2.531156,0.485613,2.353125,-1,1.784109,-0.663431,2.076434,0,0
0,54.970327,1.456567,-0.635987,3.420275,0.147914,1.712313,-1,-2.472428,0.136778,1.381527,-1,0.491852,0.179205,2.331075,0,0
0,40.644419,-0.362738,0.794264,2.612425,-0.482338,1.275748,-1,1.092943,-0.656962,1.511458,-1,2.617541,-0.560786,2.449135,0.43939,0
0,57.961558,0.246983,-0.950196,4.357455,0.334561,1.536508,-1,1.249584,0.982284,1.956968,-1,2.649562,-0.044431,2.393998,0,0
0,51.186248,-1.424795,0.04013,3.195623,0.057276,1.4313,-1,0.910453,-0.74478,1.892716,-1,1.793068,-0.631133,2.059616,0.414589,0
0,43.298444,-1.674498,0.614565,3.50903,-0.278554,1.517942,-1,-1.158103,0.825781,1.080135,-1,3.120492,0.199084,2.462443,0.476862,0
0,60.025943,0.616123,-0.445373,1.306327,-0.854371,1.847251,-1,0.857323,0.743322,2.309926,-1,3.944148,-0.723462,2.403869,0,0
0,50.535194,-2.826204,0.617364,0.423495,0.618985,1.734108,-1,0.436002,-0.825529,2.415974,-1,4.069331,0.514689,2.477551,1,1
0,51.69387,-1.983122,0.704513,1.289298,-0.34206,1.96269,-1,1.560757,0.387957,1.272634,-1,4.469973,-0.426388,2.015438,0.971472,1
0,45.240623,-2.215406,-0.525261,1.163613,0.525555,1.642809,-1,-0.223643,0.018459,1.072381,-1,2.235282,-0.216493,2.102338,0,0
0,62.814539,-0.527213,-0.358272,1.621163,-0.767175,1.711373,-1,2.857534,-0.468714,1.183636,-1,1.022942,0.061998,2.427025,0,0
0,40.368414,-2.137646,0.026638,2.084004,-0.879239,2.188429,-1,-2.240916,0.439012,1.473581,-1,4.829759,-0.745331,2.110024,0.494219,0
0,40.167364,-0.102901,-0.961245,4.877977,-0.00516,1.452041,-1,-0.771925,-0.125522,1.606714,-1,4.826027,0.498152,2.091075,0,0
0,59.352641,2.748578,-0.455954,2.317025,0.991227,1.514477,-1,0.998346,-0.743747,2.293332,-1,4.39369,0.689326,2.193606,0,0
0,40.519217,3.076099,-0.469133,1.411998,-0.704144,1.213858,-1,-2.744088,0.572863,2.396632,-1,2.501733,0.827972,2.215642,0,0
0,43.551859,2.538565,0.416974,4.135945,0.567228,2.355428,-1,1.213318,-0.227223,1.194136,-1,0.769097,0.927612,2.156166,0.633955,0
0,62.264855,-0.368078,-0.59498,1.030012,0.553599,1.323745,-1,-2.318256,0.250036,1.669009,-1,4.865993,-0.800681,2.092567,0,0
0,51.677175,0.541582,0.970177,2.92431,0.389997,1.799221,-1,0.010124,-0.829934,1.959884,-1,2.821077,0.347816,2.0284,0.595859,0
0,54.604777,-0.235509,-0.925645,2.90493,0.782213,2.029926,-1,-2.099372,0.852178,1.037089,-1,4.397732,-0.470876,2.127962,0,0
0,57.681361,1.415177,-0.392246,2.810914,-0.310753,2.289098,-1,2.361261,-0.145824,1.52531,-1,2.508455,-0.607133,2.268605,0,0
0,68.714695,1.001993,0.07193,0.81737,0.488623,1.544967,-1,-0.485767,-0.272845,1.626357,-1,4.948245,0.174836,2.216821,0.851092,1
0,52.446577,1.116978,0.111836,1.329034,-0.653087,2.315535,-1,1.700396,-0.668963,1.378079,-1,0.351654,0.882284,2.168685,1,1
0,40.761136,-0.189868,-0.371552,2.402474,-0.112519,1.785369,-1,-0.513901,0.495976,1.447567,-1,3.75476,-0.62627,2.075725,0,0
0,51.847437,1.806051,0.440942,2.540043,0.988794,1.130543,-1,-2.495571,-0.011569,1.632834,-1,4.706162,0.971641,2.491346,0.852019,0
0,46.396857,-2.804967,-0.507548,2.442749,-0.841189,2.479786,-1,2.966262,-0.749471,1.438346,-1,1.365412,0.909057,2.157784,0,0
0,60.694296,-1.234126,0.901495,1.987703,0.046175,1.930399,-1,1.276039,0.992652,1.689988,-1,2.787494,-0.829655,2.011399,0.632185,1
0,65.232844,-1.504005,0.870498,4.086732,-0.000971,2.015858,-1,-2.536606,0.634973,1.288653,-1,4.397827,-0.486924,2.419779,0.423759,0
0,56.240812,-0.227437,-0.724966,3.484304,0.786823,1.350063,-1,-0.149334,0.049161,1.488496,-1,1.68304,-0.449206,2.164192,0,0
0,49.137885,-0.587897,0.177408,2.116088,-0.343174,1.439806,-1,2.416612,-0.953023,2.2341,-1,0.445355,-0.923172,2.081386,0.468229,0
0,65.558138,-2.526432,-0.688555,4.740522,0.72215,1.678032,-1,2.152936,0.154357,2.482068,-1,3.46713,0.15529,2.12027,0,0
0,65.983316,1.357786,-0.201828,3.924414,0.257482,1.731456,-1,-0.291857,-0.669277,1.662925,-1,4.531313,0.815538,2.302135,0,0
0,65.795836,1.26883,-0.291084,0.750466,0.024189,2.453509,-1,2.362183,-0.758619,1.664626,-1,1.299212,0.655388,2.089549,0,0
0,51.56452,-0.021629,-0.811111,2.586248,0.687758,1.008859,-1,2.95503,-0.293974,2.263411,-1,1.943007,-0.63751,2.013224,0,0
0,55.940679,2.087615,0.406192,0.615334,-0.270253,1.523561,-1,0.271055,0.182187,2.149382,-1,2.925926,-0.024556,2.080423,0.832619,0
0,62.691455,-0.69934,0.288581,3.101657,0.864924,1.364614,-1,-1.096309,-0.37923,1.343494,-1,0.191478,0.748607,2.015327,0.512378,0
0,65.934381,1.48906,-0.526884,3.493037,0.156924,1.092152,-1,-1.538697,-0.094238,2.210579,-1,4.501952,0.84013,2.047089,0,0
0,67.310582,-3.023367,0.352019,3.886858,-0.691244,1.245921,-1,-2.742096,-0.587691,2.022395,-1,0.969153,0.077126,2.279633,0.461817,0
0,55.878866,0.392648,-0.304579,2.873009,-0.243257,1.325208,-1,-1.845992,-0.3035,1.428772,-1,0.157059,-0.0905,2.132743,0,0
